r_no	u_no	r_date	r_start	r_end	r_time	r_car	r_seat
1714	66	2025-05-09	54	40	21:30	7	C03
1715	80	2025-05-09	13	11	6:00	10	C03
1716	122	2025-05-09	25	22	22:00	3	C06
1717	132	2025-05-09	81	78	14:00	6	C04
1718	221	2025-05-09	73	67	12:00	3	A04
1719	276	2025-05-09	8	11	7:30	10	B04
1720	300	2025-05-09	82	79	14:00	4	C03
1721	333	2025-05-09	23	31	15:00	5	D02
1722	342	2025-05-09	85	84	10:00	4	A09
1723	354	2025-05-09	78	85	18:00	6	D05
1724	390	2025-05-09	86	78	18:00	4	D09
1725	462	2025-05-09	50	32	8:30	3	B06
1726	464	2025-05-09	89	88	14:00	4	A04
1727	468	2025-05-09	63	45	10:45	1	C05
1728	477	2025-05-09	79	78	14:00	1	C10
1729	18	2025-05-10	47	43	23:30	2	A04
1730	19	2025-05-10	66	77	14:00	6	C09
1731	85	2025-05-10	11	6	23:00	3	B01
1732	89	2025-05-10	3	16	12:30	2	B04
1733	179	2025-05-10	17	2	23:00	5	D04
1734	210	2025-05-10	21	25	16:40	6	A07
1735	223	2025-05-10	80	81	10:00	2	C06
1736	311	2025-05-10	82	78	10:00	2	B08
1737	356	2025-05-10	73	67	18:00	1	C01
1738	379	2025-05-10	89	88	10:00	4	A05
1739	392	2025-05-10	89	89	10:00	2	C02
1740	401	2025-05-10	58	36	23:15	6	C01
1741	429	2025-05-10	69	66	18:00	7	D08
1742	430	2025-05-10	86	81	18:00	1	B06
1743	495	2025-05-10	85	80	18:00	2	B02
1744	19	2025-05-11	75	76	12:00	3	A07
1745	46	2025-05-11	89	88	18:00	3	A10
1746	61	2025-05-11	79	84	18:00	2	A06
1747	134	2025-05-11	41	44	21:00	6	C01
1748	187	2025-05-11	88	87	10:00	2	B06
1749	222	2025-05-11	39	41	11:00	6	B02
1750	308	2025-05-11	15	9	19:00	8	D05
1751	410	2025-05-11	13	16	19:30	5	D09
1752	463	2025-05-11	34	38	12:00	5	D01
1753	5	2025-05-12	9	13	6:30	6	D08
1754	29	2025-05-12	72	74	16:00	4	B04
1755	141	2025-05-12	65	77	8:00	8	D04
1756	180	2025-05-12	89	88	18:00	1	B07
1757	228	2025-05-12	42	46	21:00	10	D09
1758	270	2025-05-12	76	73	10:00	3	C06
1759	362	2025-05-12	49	43	22:45	8	D06
1760	407	2025-05-12	34	33	7:00	10	D02
1761	425	2025-05-12	63	34	13:45	2	A02
1762	486	2025-05-12	28	26	22:40	3	A06
1763	12	2025-05-13	78	85	10:00	6	B07
1764	22	2025-05-13	84	79	10:00	3	C10
1765	133	2025-05-13	9	1	16:00	4	C01
1766	157	2025-05-13	54	42	12:15	2	A01
1767	215	2025-05-13	77	66	16:00	3	A10
1768	230	2025-05-13	33	32	15:00	7	C05
1769	327	2025-05-13	86	79	14:00	2	C05
1770	364	2025-05-13	87	89	14:00	4	D06
1771	386	2025-05-13	79	80	18:00	1	C07
1772	427	2025-05-13	85	82	14:00	2	C06
1773	9	2025-05-14	36	38	7:00	4	C03
1774	43	2025-05-14	37	38	14:00	8	C09
1775	54	2025-05-14	20	24	13:00	10	D02
1776	93	2025-05-14	54	37	8:30	4	D03
1777	95	2025-05-14	52	41	18:30	5	B02
1778	102	2025-05-14	41	36	9:00	6	C07
1779	121	2025-05-14	88	90	18:00	3	C09
1780	143	2025-05-14	86	80	10:00	3	C07
1781	150	2025-05-14	87	91	10:00	2	B06
1782	230	2025-05-14	85	78	18:00	4	B01
1783	239	2025-05-14	39	40	7:00	9	C07
1784	241	2025-05-14	33	36	20:00	4	D06
1785	246	2025-05-14	90	88	14:00	3	B03
1786	294	2025-05-14	90	88	10:00	4	D02
1787	316	2025-05-14	59	43	22:15	2	C03
1788	337	2025-05-14	48	46	8:30	3	C05
1789	341	2025-05-14	19	18	10:00	6	D09
1790	372	2025-05-14	44	40	16:00	5	A01
1791	436	2025-05-14	86	80	10:00	1	B10
1792	6	2025-05-15	12	6	23:30	6	D07
1793	81	2025-05-15	61	43	11:15	5	A08
1794	103	2025-05-15	64	75	16:00	2	A10
1795	112	2025-05-15	58	38	13:15	8	D09
1796	126	2025-05-15	7	11	15:00	5	D04
1797	174	2025-05-15	71	66	12:00	2	A01
1798	181	2025-05-15	40	32	21:00	2	A03
1799	196	2025-05-15	2	13	16:30	10	D02
1800	282	2025-05-15	52	34	20:45	2	C04
1801	284	2025-05-15	66	64	8:00	1	A02
1802	295	2025-05-15	85	79	18:00	4	C08
1803	485	2025-05-15	58	33	15:15	5	D10
1804	36	2025-05-16	69	68	16:00	2	B04
1805	42	2025-05-16	17	13	21:30	6	D02
1806	122	2025-05-16	65	73	14:00	2	B03
1807	132	2025-05-16	55	32	17:30	5	C01
1808	135	2025-05-16	91	88	10:00	2	B08
1809	142	2025-05-16	75	66	8:00	7	A03
1810	172	2025-05-16	77	74	16:00	2	B07
1811	285	2025-05-16	89	91	14:00	2	B07
1812	296	2025-05-16	86	78	14:00	5	A07
1813	317	2025-05-16	67	77	8:00	1	A04
1814	395	2025-05-16	79	86	18:00	4	C08
1815	440	2025-05-16	58	43	6:00	7	D02
1816	460	2025-05-16	49	44	10:45	6	C02
1817	473	2025-05-16	18	21	14:40	5	B03
1818	3	2025-05-17	55	43	21:00	3	C01
1819	47	2025-05-17	69	76	8:00	6	A09
1820	57	2025-05-17	17	6	14:00	10	C06
1821	66	2025-05-17	10	11	13:30	4	A07
1822	114	2025-05-17	64	75	14:00	6	B02
1823	127	2025-05-17	80	85	18:00	4	C04
1824	159	2025-05-17	84	78	14:00	6	A09
1825	261	2025-05-17	37	41	21:00	10	C09
1826	349	2025-05-17	80	82	18:00	6	C07
1827	363	2025-05-17	84	81	14:00	1	A02
1828	388	2025-05-17	47	33	15:15	3	C08
1829	389	2025-05-17	29	20	12:00	10	B08
1830	422	2025-05-17	47	32	16:45	7	A09
1831	432	2025-05-17	81	84	14:00	3	A01
1832	454	2025-05-17	61	33	15:30	6	D06
1833	460	2025-05-17	45	35	14:00	6	C10
1834	467	2025-05-17	1	14	8:30	10	D06
1835	478	2025-05-17	20	18	17:40	7	B09
1836	499	2025-05-17	43	39	14:00	4	D10
1837	8	2025-05-18	70	75	12:00	3	B02
1838	32	2025-05-18	35	39	18:00	7	D01
1839	76	2025-05-18	38	32	19:00	3	B04
1840	88	2025-05-18	59	43	17:15	2	B07
1841	232	2025-05-18	57	46	13:30	6	D06
1842	234	2025-05-18	66	76	16:00	4	B09
1843	295	2025-05-18	70	72	16:00	3	B02
1844	391	2025-05-18	62	42	14:30	6	D09
1845	402	2025-05-18	50	33	14:30	1	B07
1846	423	2025-05-18	6	4	9:30	1	B08
1847	467	2025-05-18	72	68	20:00	8	A01
1848	2	2025-05-19	69	70	12:00	3	C02
1849	46	2025-05-19	83	84	18:00	4	B09
1850	68	2025-05-19	53	43	16:15	2	A09
1851	68	2025-05-19	50	32	11:00	3	C05
1852	80	2025-05-19	89	88	18:00	2	B02
1853	114	2025-05-19	40	43	19:00	8	B05
1854	123	2025-05-19	89	91	10:00	3	B10
1855	193	2025-05-19	80	85	10:00	3	B08
1856	373	2025-05-19	72	70	10:00	5	C06
1857	403	2025-05-19	50	42	7:30	4	D02
1858	444	2025-05-19	83	80	18:00	4	A05
1859	480	2025-05-19	37	32	22:00	9	D02
1860	487	2025-05-19	87	88	14:00	2	A04
1861	30	2025-05-20	84	81	18:00	3	A06
1862	47	2025-05-20	63	41	17:30	7	C07
1863	54	2025-05-20	24	22	10:00	6	D10
1864	96	2025-05-20	72	73	10:00	5	D06
1865	109	2025-05-20	73	75	18:00	8	C01
1866	128	2025-05-20	57	40	8:00	3	C03
1867	153	2025-05-20	58	32	11:45	4	B08
1868	185	2025-05-20	20	19	11:00	1	B03
1869	344	2025-05-20	91	89	10:00	1	B04
1870	364	2025-05-20	28	25	18:00	6	A07
1871	370	2025-05-20	57	44	8:30	8	A01
1872	421	2025-05-20	68	72	8:00	1	C01
1873	445	2025-05-20	40	35	13:00	6	B06
1874	446	2025-05-20	85	83	10:00	6	D04
1875	487	2025-05-20	62	33	18:30	7	A03
1876	28	2025-05-21	29	28	15:00	3	C07
1877	67	2025-05-21	41	37	6:00	4	B03
1878	183	2025-05-21	19	21	14:40	5	D04
1879	396	2025-05-21	11	2	7:30	1	C05
1880	442	2025-05-21	15	14	13:30	10	A03
1881	464	2025-05-21	17	16	22:00	4	C07
1882	465	2025-05-21	81	86	14:00	1	C03
1883	479	2025-05-21	15	6	6:30	10	D03
1884	491	2025-05-21	52	37	13:30	3	C02
1885	62	2025-05-22	16	10	11:30	5	B10
1886	94	2025-05-22	55	38	22:15	4	D04
1887	101	2025-05-22	50	33	13:00	6	A04
1888	109	2025-05-22	52	42	15:45	7	B03
1889	134	2025-05-22	52	36	9:45	3	A08
1890	174	2025-05-22	87	88	14:00	1	C06
1891	325	2025-05-22	43	37	6:00	10	C02
1892	354	2025-05-22	87	88	14:00	2	A07
1893	378	2025-05-22	71	66	18:00	8	D04
1894	439	2025-05-22	55	36	13:30	3	B04
1895	441	2025-05-22	83	82	18:00	2	B06
1896	466	2025-05-22	88	88	10:00	3	B04
1897	470	2025-05-22	46	37	10:00	1	B06
1898	12	2025-05-23	25	24	12:00	7	B10
1899	50	2025-05-23	80	84	14:00	6	C05
1900	51	2025-05-23	45	37	18:00	4	D10
1901	57	2025-05-23	55	40	11:30	2	C07
1902	59	2025-05-23	62	33	20:15	1	A08
1903	86	2025-05-23	47	35	22:15	6	C09
1904	95	2025-05-23	34	41	16:00	1	A04
1905	155	2025-05-23	71	76	8:00	3	C01
1906	178	2025-05-23	88	90	10:00	4	B04
1907	208	2025-05-23	89	91	10:00	3	A06
1908	272	2025-05-23	7	10	23:00	6	B01
1909	313	2025-05-23	89	90	18:00	2	A07
1910	340	2025-05-23	84	78	18:00	2	A06
1911	346	2025-05-23	55	42	18:30	1	A05
1912	362	2025-05-23	59	36	9:15	2	B02
1913	391	2025-05-23	86	80	18:00	3	A04
1914	398	2025-05-23	73	68	14:00	1	B03
1915	402	2025-05-23	36	46	8:00	3	B10
1916	409	2025-05-23	89	88	18:00	1	B03
1917	414	2025-05-23	46	41	14:00	5	D07
1918	473	2025-05-23	91	88	18:00	3	C05
1919	497	2025-05-23	84	85	10:00	1	B10
1920	24	2025-05-24	15	8	10:30	4	D05
1921	42	2025-05-24	20	18	17:00	5	C05
1922	93	2025-05-24	54	34	22:00	7	D10
1923	171	2025-05-24	91	87	14:00	3	B02
1924	185	2025-05-24	88	90	18:00	4	B06
1925	232	2025-05-24	23	20	20:00	1	C03
1926	238	2025-05-24	67	77	18:00	5	A03
1927	260	2025-05-24	77	65	20:00	8	A02
1928	297	2025-05-24	78	86	10:00	3	A09
1929	343	2025-05-24	58	36	15:00	7	D05
1930	355	2025-05-24	89	88	14:00	3	C10
1931	366	2025-05-24	86	86	14:00	1	B10
1932	369	2025-05-24	39	40	17:00	4	A05
1933	386	2025-05-24	89	87	14:00	3	B04
1934	484	2025-05-24	42	38	17:00	9	D06
1935	6	2025-05-25	84	80	10:00	2	C02
1936	9	2025-05-25	11	5	23:30	7	B02
1937	55	2025-05-25	43	44	6:00	1	A08
1938	200	2025-05-25	88	87	14:00	1	A02
1939	279	2025-05-25	87	88	14:00	2	B10
1940	339	2025-05-25	91	88	14:00	1	C02
1941	351	2025-05-25	48	35	20:45	8	D07
1942	385	2025-05-25	10	8	22:00	5	A10
1943	449	2025-05-25	72	68	12:00	2	B05
1944	5	2025-05-26	74	75	16:00	7	D07
1945	11	2025-05-26	85	86	18:00	1	A09
1946	12	2025-05-26	79	78	14:00	6	A05
1947	16	2025-05-26	45	44	8:00	4	C08
1948	22	2025-05-26	73	74	8:00	7	B01
1949	46	2025-05-26	28	21	13:00	7	D04
1950	49	2025-05-26	86	86	10:00	6	A01
1951	51	2025-05-26	89	91	10:00	1	C05
1952	71	2025-05-26	28	26	20:00	9	D01
1953	258	2025-05-26	73	66	16:00	5	A05
1954	287	2025-05-26	64	74	10:00	4	D04
1955	324	2025-05-26	55	46	17:00	4	C08
1956	399	2025-05-26	80	79	18:00	5	B01
1957	402	2025-05-26	68	69	16:00	8	C02
1958	413	2025-05-26	80	82	10:00	3	A07
1959	433	2025-05-26	85	86	18:00	1	C02
1960	464	2025-05-26	53	41	22:15	8	A01
1961	479	2025-05-26	57	33	14:30	7	B09
1962	28	2025-05-27	62	45	12:30	1	B04
1963	40	2025-05-27	36	46	8:00	7	D05
1964	244	2025-05-27	53	33	6:45	1	C01
1965	273	2025-05-27	53	40	22:15	3	B10
1966	306	2025-05-27	59	36	17:00	8	C09
1967	307	2025-05-27	42	38	22:00	1	C06
1968	385	2025-05-27	67	64	20:00	1	A03
1969	386	2025-05-27	25	30	18:40	4	D01
1970	19	2025-05-28	48	34	10:00	3	C09
1971	21	2025-05-28	72	74	10:00	8	D03
1972	22	2025-05-28	68	65	10:00	1	B03
1973	32	2025-05-28	80	81	18:00	6	A06
1974	94	2025-05-28	90	90	10:00	1	C08
1975	111	2025-05-28	46	36	21:00	9	C08
1976	134	2025-05-28	69	65	10:00	5	A05
1977	161	2025-05-28	36	39	21:00	7	D06
1978	194	2025-05-28	42	43	7:00	2	C09
1979	212	2025-05-28	90	88	10:00	2	A05
1980	244	2025-05-28	60	42	6:00	6	D02
1981	247	2025-05-28	58	32	22:00	5	A01
1982	279	2025-05-28	40	37	6:00	5	A01
1983	307	2025-05-28	67	77	14:00	8	D02
1984	308	2025-05-28	36	40	22:00	2	A08
1985	340	2025-05-28	89	88	18:00	4	D08
1986	380	2025-05-28	28	24	20:40	2	C01
1987	384	2025-05-28	46	41	10:00	7	D07
1988	410	2025-05-28	33	42	12:00	2	C03
1989	431	2025-05-28	11	7	14:30	9	D04
1990	441	2025-05-28	80	79	18:00	1	B03
1991	13	2025-05-29	48	33	6:45	8	A10
1992	22	2025-05-29	8	15	16:30	5	A08
1993	37	2025-05-29	69	68	8:00	7	C09
1994	44	2025-05-29	25	24	9:00	5	D03
1995	80	2025-05-29	88	90	14:00	4	B09
1996	87	2025-05-29	2	14	11:30	1	B07
1997	135	2025-05-29	56	45	21:00	1	A03
1998	207	2025-05-29	89	87	10:00	3	B09
1999	241	2025-05-29	58	33	9:00	3	A04
2000	242	2025-05-29	41	32	19:00	6	C07
2001	327	2025-05-29	89	89	10:00	3	A08
2002	360	2025-05-29	83	81	18:00	6	D07
2003	390	2025-05-29	80	85	10:00	1	A03
2004	391	2025-05-29	33	38	19:00	10	B10
2005	434	2025-05-29	39	36	23:00	10	D01
2006	445	2025-05-29	79	79	14:00	4	B04
2007	447	2025-05-29	89	89	18:00	2	A09
2008	21	2025-05-30	8	3	23:30	1	C02
2009	54	2025-05-30	85	84	14:00	1	A03
2010	204	2025-05-30	63	41	12:15	8	B02
2011	232	2025-05-30	90	91	14:00	3	B02
2012	326	2025-05-30	73	69	16:00	4	A07
2013	40	2025-05-31	85	81	14:00	4	B02
2014	103	2025-05-31	89	87	14:00	1	B08
2015	144	2025-05-31	88	91	14:00	2	B05
2016	192	2025-05-31	4	8	12:30	6	C09
2017	205	2025-05-31	29	26	20:40	2	B07
2018	235	2025-05-31	89	87	10:00	4	C10
2019	495	2025-05-31	24	25	13:40	6	C08
2020	11	2025-06-01	66	65	18:00	2	C10
2021	45	2025-06-01	12	14	10:30	3	C03
2022	45	2025-06-01	90	89	18:00	2	C07
2023	53	2025-06-01	74	68	20:00	3	C09
2024	54	2025-06-01	84	83	10:00	2	C04
2025	77	2025-06-01	88	89	18:00	4	B07
2026	138	2025-06-01	41	42	10:00	4	D05
2027	161	2025-06-01	48	46	20:30	3	B01
2028	175	2025-06-01	63	44	6:45	1	A10
2029	203	2025-06-01	41	44	20:00	3	A03
2030	252	2025-06-01	23	28	11:40	2	B05
2031	444	2025-06-01	71	69	12:00	6	A01
2032	64	2025-06-02	64	68	20:00	8	D03
2033	109	2025-06-02	27	23	18:40	8	B07
2034	167	2025-06-02	81	85	10:00	5	D04
2035	224	2025-06-02	89	87	14:00	2	A07
2036	251	2025-06-02	83	79	18:00	6	B06
2037	255	2025-06-02	71	68	16:00	5	C06
2038	261	2025-06-02	87	87	14:00	4	A04
2039	282	2025-06-02	15	17	22:00	8	A09
2040	372	2025-06-02	54	44	17:30	4	D06
2041	385	2025-06-02	88	90	14:00	4	B09
2042	395	2025-06-02	66	76	8:00	6	C02
2043	404	2025-06-02	39	34	11:00	4	D01
2044	416	2025-06-02	89	87	18:00	2	A07
2045	454	2025-06-02	16	11	12:00	8	B03
2046	58	2025-06-03	50	44	14:00	2	B07
2047	197	2025-06-03	91	89	18:00	3	B06
2048	206	2025-06-03	69	65	12:00	7	B04
2049	233	2025-06-03	34	35	15:00	10	A03
2050	257	2025-06-03	71	75	18:00	6	A07
2051	279	2025-06-03	41	44	11:00	3	B01
2052	287	2025-06-03	24	26	18:00	7	D07
2053	401	2025-06-03	47	37	16:30	5	D07
2054	454	2025-06-03	83	82	18:00	3	A09
2055	462	2025-06-03	15	8	9:00	3	A09
2056	16	2025-06-04	89	90	18:00	3	A04
2057	70	2025-06-04	53	43	18:30	6	B03
2058	165	2025-06-04	49	42	17:45	6	D03
2059	216	2025-06-04	49	38	13:15	2	B10
2060	295	2025-06-04	19	23	17:40	2	C03
2061	364	2025-06-04	15	7	7:00	6	D03
2062	417	2025-06-04	91	87	10:00	3	A04
2063	4	2025-06-05	83	86	10:00	5	B04
2064	25	2025-06-05	47	41	21:30	7	D08
2065	38	2025-06-05	2	8	21:30	5	C09
2066	55	2025-06-05	44	35	21:00	2	B06
2067	102	2025-06-05	82	79	18:00	2	C01
2068	126	2025-06-05	87	88	18:00	3	A09
2069	131	2025-06-05	59	44	0:15	8	B05
2070	132	2025-06-05	91	89	14:00	4	A01
2071	152	2025-06-05	57	37	17:00	4	A06
2072	154	2025-06-05	26	30	14:40	6	C08
2073	201	2025-06-05	56	36	16:45	3	C04
2074	228	2025-06-05	56	34	20:15	3	B04
2075	267	2025-06-05	35	37	20:00	10	C03
2076	383	2025-06-05	80	84	18:00	6	C04
2077	400	2025-06-05	66	74	20:00	5	D04
2078	408	2025-06-05	17	2	6:00	6	C02
2079	410	2025-06-05	70	65	8:00	3	A07
2080	414	2025-06-05	91	88	10:00	2	A03
2081	442	2025-06-05	91	87	10:00	3	C09
2082	482	2025-06-05	86	86	10:00	4	D04
2083	495	2025-06-05	60	34	0:15	2	C10
2084	19	2025-06-06	60	32	16:30	7	A09
2085	52	2025-06-06	61	44	17:00	3	B07
2086	63	2025-06-06	78	84	10:00	4	A07
2087	170	2025-06-06	89	89	18:00	1	A02
2088	292	2025-06-06	72	77	16:00	1	B06
2089	304	2025-06-06	41	34	20:00	2	B05
2090	449	2025-06-06	40	37	10:00	2	C01
2091	452	2025-06-06	87	90	14:00	4	D03
2092	488	2025-06-06	5	13	17:30	9	D07
2093	64	2025-06-07	91	88	18:00	2	A07
2094	104	2025-06-07	81	82	14:00	1	B02
2095	175	2025-06-07	45	38	16:00	5	D07
2096	227	2025-06-07	21	20	13:00	4	B09
2097	295	2025-06-07	43	36	8:00	5	A08
2098	317	2025-06-07	89	87	14:00	1	C08
2099	371	2025-06-07	89	90	10:00	2	B06
2100	375	2025-06-07	82	83	18:00	6	D04
2101	392	2025-06-07	89	89	18:00	1	B02
2102	404	2025-06-07	64	71	14:00	4	D02
2103	480	2025-06-07	1	16	17:00	10	B05
2104	5	2025-06-08	78	82	10:00	6	A04
2105	12	2025-06-08	54	43	13:45	3	B01
2106	102	2025-06-08	84	85	18:00	2	C08
2107	140	2025-06-08	45	42	9:00	1	A06
2108	162	2025-06-08	60	40	8:00	8	D01
2109	258	2025-06-08	88	90	10:00	2	B05
2110	308	2025-06-08	85	79	18:00	4	D10
2111	391	2025-06-08	88	89	10:00	4	C02
2112	427	2025-06-08	51	32	13:00	7	C10
2113	452	2025-06-08	84	81	18:00	6	C05
2114	463	2025-06-08	41	33	8:00	2	C08
2115	480	2025-06-08	2	4	14:00	9	A07
2116	10	2025-06-09	78	79	10:00	1	A05
2117	79	2025-06-09	80	82	18:00	5	B06
2118	86	2025-06-09	34	36	10:00	8	D07
2119	95	2025-06-09	86	86	14:00	4	D05
2120	232	2025-06-09	14	4	7:30	2	B07
2121	248	2025-06-09	12	4	20:30	2	C03
2122	285	2025-06-09	68	70	18:00	7	D09
2123	318	2025-06-09	23	27	20:00	1	A02
2124	342	2025-06-09	54	37	16:00	5	A06
2125	361	2025-06-09	46	33	22:00	7	B08
2126	447	2025-06-09	87	88	18:00	4	B04
2127	482	2025-06-09	90	89	18:00	4	B05
2128	483	2025-06-09	16	9	20:30	3	C05
2129	484	2025-06-09	63	36	22:15	7	A05
2130	499	2025-06-09	30	27	14:00	4	B06
2131	30	2025-06-10	79	84	14:00	2	B10
2132	34	2025-06-10	22	26	20:40	6	C09
2133	35	2025-06-10	90	88	14:00	3	C02
2134	39	2025-06-10	34	42	15:00	3	A06
2135	43	2025-06-10	73	77	10:00	7	C02
2136	126	2025-06-10	52	33	14:30	4	A08
2137	130	2025-06-10	13	14	8:30	2	B09
2138	136	2025-06-10	36	37	17:00	2	C05
2139	143	2025-06-10	81	79	14:00	4	D02
2140	155	2025-06-10	84	84	18:00	4	B09
2141	201	2025-06-10	91	89	18:00	1	C05
2142	311	2025-06-10	47	33	13:30	3	B02
2143	323	2025-06-10	77	65	16:00	7	C01
2144	341	2025-06-10	87	88	18:00	3	A03
2145	371	2025-06-10	3	7	23:30	4	D01
2146	424	2025-06-10	64	70	16:00	7	B06
2147	480	2025-06-10	81	86	14:00	1	B10
2148	487	2025-06-10	51	44	10:30	4	D02
2149	32	2025-06-11	47	39	15:00	1	B01
2150	160	2025-06-11	86	78	10:00	4	D06
2151	341	2025-06-11	2	12	20:30	4	B09
2152	366	2025-06-11	81	85	14:00	3	B06
2153	430	2025-06-11	1	4	7:30	10	C05
2154	430	2025-06-11	9	6	20:30	2	C07
2155	52	2025-06-12	90	87	18:00	1	C01
2156	99	2025-06-12	51	39	23:30	1	B01
2157	145	2025-06-12	54	38	8:00	7	B02
2158	196	2025-06-12	55	43	8:30	3	A06
2159	199	2025-06-12	51	38	12:15	8	D04
2160	233	2025-06-12	90	91	14:00	1	B01
2161	255	2025-06-12	32	40	13:00	7	C10
2162	267	2025-06-12	84	86	14:00	5	D05
2163	281	2025-06-12	79	78	14:00	2	C07
2164	293	2025-06-12	15	6	12:30	9	A09
2165	299	2025-06-12	91	87	18:00	4	A02
2166	351	2025-06-12	15	1	19:30	7	C07
2167	358	2025-06-12	33	38	21:00	3	B10
2168	411	2025-06-12	39	38	10:00	8	D09
2169	436	2025-06-12	44	46	10:00	5	A09
2170	458	2025-06-12	56	41	20:00	4	B08
2171	460	2025-06-12	46	40	15:00	5	D07
2172	25	2025-06-13	15	3	11:00	10	C07
2173	32	2025-06-13	42	40	8:00	5	D01
2174	41	2025-06-13	83	85	14:00	1	B03
2175	125	2025-06-13	56	34	14:45	6	A07
2176	152	2025-06-13	17	9	14:30	8	C06
2177	152	2025-06-13	45	39	20:00	10	A03
2178	163	2025-06-13	34	40	22:00	3	C05
2179	182	2025-06-13	78	85	18:00	1	C01
2180	183	2025-06-13	86	85	14:00	5	A05
2181	268	2025-06-13	78	82	18:00	1	A03
2182	300	2025-06-13	57	42	7:45	3	A07
2183	332	2025-06-13	88	87	18:00	4	D08
2184	366	2025-06-13	26	21	11:40	7	A04
2185	497	2025-06-13	53	44	22:30	1	C06
2186	8	2025-06-14	49	45	16:30	7	D06
2187	28	2025-06-14	75	73	14:00	2	C05
2188	36	2025-06-14	60	38	17:30	5	D01
2189	45	2025-06-14	91	89	18:00	4	A05
2190	60	2025-06-14	21	26	8:40	10	C03
2191	62	2025-06-14	87	91	10:00	4	A03
2192	122	2025-06-14	4	17	19:30	9	A03
2193	153	2025-06-14	40	39	18:00	5	B01
2194	210	2025-06-14	72	66	10:00	6	D08
2195	245	2025-06-14	90	88	18:00	2	C08
2196	258	2025-06-14	23	25	7:00	7	B01
2197	295	2025-06-14	91	89	18:00	3	A06
2198	305	2025-06-14	67	64	18:00	5	C07
2199	372	2025-06-14	39	40	21:00	2	B06
2200	417	2025-06-14	7	3	7:00	2	C01
2201	474	2025-06-14	79	81	18:00	5	D10
2202	496	2025-06-14	54	39	14:15	3	C04
2203	25	2025-06-15	56	37	14:30	3	A01
2204	36	2025-06-15	64	66	16:00	1	C06
2205	41	2025-06-15	90	89	10:00	2	A05
2206	83	2025-06-15	8	2	13:00	9	D03
2207	110	2025-06-15	80	84	18:00	1	A10
2208	116	2025-06-15	70	66	18:00	4	A08
2209	159	2025-06-15	89	91	10:00	3	A05
2210	162	2025-06-15	70	75	20:00	5	B03
2211	176	2025-06-15	42	41	21:00	1	C06
2212	178	2025-06-15	66	72	8:00	1	B05
2213	215	2025-06-15	86	84	18:00	2	A07
2214	219	2025-06-15	11	6	6:30	9	C09
2215	268	2025-06-15	36	32	22:00	1	A10
2216	322	2025-06-15	42	35	9:00	1	A08
2217	411	2025-06-15	46	32	13:00	1	A04
2218	484	2025-06-15	71	68	14:00	7	C09
2219	24	2025-06-16	90	87	14:00	3	B02
2220	33	2025-06-16	79	81	10:00	4	C08
2221	43	2025-06-16	58	37	15:45	1	A03
2222	60	2025-06-16	61	39	22:45	3	B01
2223	164	2025-06-16	10	3	21:00	1	C08
2224	209	2025-06-16	52	34	11:45	5	A04
2225	216	2025-06-16	38	33	9:00	7	C05
2226	224	2025-06-16	61	34	10:30	8	C04
2227	240	2025-06-16	89	90	10:00	1	B06
2228	287	2025-06-16	91	87	14:00	3	C10
2229	325	2025-06-16	91	89	18:00	4	B08
2230	362	2025-06-16	90	87	18:00	1	B06
2231	415	2025-06-16	17	12	8:30	6	A09
2232	486	2025-06-16	19	24	8:00	7	D08
2233	144	2025-06-17	77	75	14:00	5	D05
2234	161	2025-06-17	88	88	14:00	4	D07
2235	176	2025-06-17	20	19	10:40	6	D02
2236	188	2025-06-17	90	88	10:00	1	C10
2237	221	2025-06-17	66	71	8:00	8	C01
2238	240	2025-06-17	86	83	18:00	3	A07
2239	279	2025-06-17	82	86	14:00	5	D04
2240	309	2025-06-17	88	91	14:00	3	C08
2241	352	2025-06-17	77	75	12:00	1	B04
2242	368	2025-06-17	69	70	12:00	3	C01
2243	376	2025-06-17	80	82	18:00	2	A07
2244	34	2025-06-18	4	17	13:00	5	A08
2245	38	2025-06-18	16	8	9:00	10	C03
2246	60	2025-06-18	80	78	10:00	6	A09
2247	118	2025-06-18	76	72	20:00	1	B06
2248	133	2025-06-18	38	41	8:00	1	C05
2249	193	2025-06-18	89	87	10:00	2	B05
2250	215	2025-06-18	5	4	21:30	9	D06
2251	229	2025-06-18	88	90	10:00	3	C10
2252	239	2025-06-18	87	89	18:00	1	A02
2253	279	2025-06-18	55	45	9:00	8	A06
2254	366	2025-06-18	3	11	8:30	5	D09
2255	401	2025-06-18	70	65	10:00	3	A02
2256	462	2025-06-18	28	20	11:40	4	C06
2257	488	2025-06-18	91	89	10:00	2	C07
2258	21	2025-06-19	32	42	17:00	9	B08
2259	25	2025-06-19	33	34	9:00	5	A02
2260	46	2025-06-19	89	87	10:00	1	A08
2261	231	2025-06-19	60	42	16:45	4	D08
2262	278	2025-06-19	78	81	14:00	3	C10
2263	284	2025-06-19	80	84	18:00	5	C04
2264	291	2025-06-19	57	34	7:30	3	A10
2265	323	2025-06-19	32	39	13:00	5	C01
2266	380	2025-06-19	41	35	7:00	9	C08
2267	406	2025-06-19	72	64	8:00	6	D03
2268	408	2025-06-19	89	88	18:00	4	D05
2269	409	2025-06-19	33	35	18:00	1	B08
2270	421	2025-06-19	58	41	12:15	4	D03
2271	35	2025-06-20	23	29	8:00	8	D05
